,area,date,positive_tests
798,Out of state,2022-01,22989
800,Placer,2020-02,2
801,Placer,2020-03,103
802,Placer,2020-04,85
803,Placer,2020-05,120
804,Placer,2020-06,708
805,Placer,2020-07,1437
806,Placer,2020-08,955
807,Placer,2020-09,612
808,Placer,2020-10,919
809,Placer,2020-11,3404
810,Placer,2020-12,7297
811,Placer,2021-01,4297
812,Placer,2021-02,1343
813,Placer,2021-03,1151
814,Placer,2021-04,1257
815,Placer,2021-05,699
816,Placer,2021-06,667
817,Placer,2021-07,2277
818,Placer,2021-08,6749
819,Placer,2021-09,3736
820,Placer,2021-10,2462
821,Placer,2021-11,1925
822,Placer,2021-12,4215
823,Placer,2022-01,15411
825,Plumas,2020-02,0
826,Plumas,2020-03,0
827,Plumas,2020-04,4
828,Plumas,2020-05,0
829,Plumas,2020-06,8
830,Plumas,2020-07,18
831,Plumas,2020-08,10
832,Plumas,2020-09,5
833,Plumas,2020-10,38
834,Plumas,2020-11,140
835,Plumas,2020-12,218
836,Plumas,2021-01,137
837,Plumas,2021-02,22
838,Plumas,2021-03,32
839,Plumas,2021-04,12
840,Plumas,2021-05,26
841,Plumas,2021-06,13
842,Plumas,2021-07,37
843,Plumas,2021-08,328
844,Plumas,2021-09,287
845,Plumas,2021-10,410
846,Plumas,2021-11,168
847,Plumas,2021-12,88
848,Plumas,2022-01,503
850,Riverside,2020-02,3
851,Riverside,2020-03,906
852,Riverside,2020-04,4177
853,Riverside,2020-05,5303
854,Riverside,2020-06,16164
855,Riverside,2020-07,22867
856,Riverside,2020-08,10749
857,Riverside,2020-09,7430
858,Riverside,2020-10,10562
859,Riverside,2020-11,32484
860,Riverside,2020-12,112919
861,Riverside,2021-01,92781
862,Riverside,2021-02,18143
863,Riverside,2021-03,5418
864,Riverside,2021-04,3779
865,Riverside,2021-05,2230
866,Riverside,2021-06,2120
867,Riverside,2021-07,12974
868,Riverside,2021-08,33074
869,Riverside,2021-09,22165
870,Riverside,2021-10,15091
871,Riverside,2021-11,16484
872,Riverside,2021-12,54702
873,Riverside,2022-01,173417
875,Sacramento,2020-02,0
876,Sacramento,2020-03,460
877,Sacramento,2020-04,818
878,Sacramento,2020-05,470
879,Sacramento,2020-06,3102
880,Sacramento,2020-07,9232
881,Sacramento,2020-08,6736
882,Sacramento,2020-09,4897
883,Sacramento,2020-10,4005
884,Sacramento,2020-11,14471
885,Sacramento,2020-12,31114
886,Sacramento,2021-01,22823
887,Sacramento,2021-02,7928
888,Sacramento,2021-03,5421
889,Sacramento,2021-04,5139
890,Sacramento,2021-05,3440
891,Sacramento,2021-06,2758
892,Sacramento,2021-07,11047
893,Sacramento,2021-08,26521
894,Sacramento,2021-09,13922
895,Sacramento,2021-10,9421
896,Sacramento,2021-11,7005
897,Sacramento,2021-12,19487
898,Sacramento,2022-01,80906
900,San Benito,2020-02,0
901,San Benito,2020-03,34
902,San Benito,2020-04,26
903,San Benito,2020-05,52
904,San Benito,2020-06,234
905,San Benito,2020-07,482
906,San Benito,2020-08,518
907,San Benito,2020-09,246
908,San Benito,2020-10,124
909,San Benito,2020-11,564
910,San Benito,2020-12,2039
911,San Benito,2021-01,1796
912,San Benito,2021-02,406
913,San Benito,2021-03,163
914,San Benito,2021-04,179
915,San Benito,2021-05,63
916,San Benito,2021-06,88
917,San Benito,2021-07,223
918,San Benito,2021-08,604
919,San Benito,2021-09,468
920,San Benito,2021-10,438
921,San Benito,2021-11,375
922,San Benito,2021-12,1235
923,San Benito,2022-01,3683
925,San Bernardino,2020-02,7
926,San Bernardino,2020-03,577
927,San Bernardino,2020-04,2414
928,San Bernardino,2020-05,4364
929,San Bernardino,2020-06,14628
930,San Bernardino,2020-07,25141
931,San Bernardino,2020-08,12618
932,San Bernardino,2020-09,7825
933,San Bernardino,2020-10,12603
934,San Bernardino,2020-11,42550
935,San Bernardino,2020-12,122689
936,San Bernardino,2021-01,75541
937,San Bernardino,2021-02,13523
938,San Bernardino,2021-03,4627
939,San Bernardino,2021-04,3489
940,San Bernardino,2021-05,2071
941,San Bernardino,2021-06,1949
942,San Bernardino,2021-07,11372
943,San Bernardino,2021-08,29342
944,San Bernardino,2021-09,17859
945,San Bernardino,2021-10,13048
946,San Bernardino,2021-11,15901
947,San Bernardino,2021-12,51256
948,San Bernardino,2022-01,157761
950,San Diego,2020-02,0
951,San Diego,2020-03,1325
952,San Diego,2020-04,2794
953,San Diego,2020-05,4703
954,San Diego,2020-06,6359
955,San Diego,2020-07,11997
956,San Diego,2020-08,6007
957,San Diego,2020-09,6480
958,San Diego,2020-10,8314
959,San Diego,2020-11,29778
960,San Diego,2020-12,91763
961,San Diego,2021-01,81686
962,San Diego,2021-02,27014
963,San Diego,2021-03,9718
964,San Diego,2021-04,9263
965,San Diego,2021-05,5853
966,San Diego,2021-06,4296
967,San Diego,2021-07,28452
968,San Diego,2021-08,64836
969,San Diego,2021-09,34140
970,San Diego,2021-10,17089
971,San Diego,2021-11,17659
972,San Diego,2021-12,85065
973,San Diego,2022-01,248476
975,San Francisco,2020-02,0
976,San Francisco,2020-03,683
977,San Francisco,2020-04,1124
978,San Francisco,2020-05,1302
979,San Francisco,2020-06,1948
980,San Francisco,2020-07,5167
981,San Francisco,2020-08,3984
982,San Francisco,2020-09,2391
983,San Francisco,2020-10,1519
984,San Francisco,2020-11,4270
985,San Francisco,2020-12,9688
986,San Francisco,2021-01,8470
987,San Francisco,2021-02,3034
988,San Francisco,2021-03,1423
989,San Francisco,2021-04,1213
990,San Francisco,2021-05,681
991,San Francisco,2021-06,581
992,San Francisco,2021-07,5899
993,San Francisco,2021-08,7979
994,San Francisco,2021-09,3763
995,San Francisco,2021-10,2277
996,San Francisco,2021-11,2406
997,San Francisco,2021-12,19782
998,San Francisco,2022-01,50339
1000,San Joaquin,2020-02,0
1001,San Joaquin,2020-03,210
1002,San Joaquin,2020-04,476
1003,San Joaquin,2020-05,557
1004,San Joaquin,2020-06,5137
1005,San Joaquin,2020-07,11455
1006,San Joaquin,2020-08,4749
1007,San Joaquin,2020-09,2224
1008,San Joaquin,2020-10,2108
1009,San Joaquin,2020-11,6093
1010,San Joaquin,2020-12,22639
1011,San Joaquin,2021-01,15543
1012,San Joaquin,2021-02,4781
1013,San Joaquin,2021-03,3361
1014,San Joaquin,2021-04,2535
1015,San Joaquin,2021-05,1501
1016,San Joaquin,2021-06,1140
1017,San Joaquin,2021-07,4453
1018,San Joaquin,2021-08,13151
1019,San Joaquin,2021-09,8371
1020,San Joaquin,2021-10,5088
1021,San Joaquin,2021-11,4066
1022,San Joaquin,2021-12,9445
1023,San Joaquin,2022-01,52747
1025,San Luis Obispo,2020-02,0
1026,San Luis Obispo,2020-03,111
1027,San Luis Obispo,2020-04,146
1028,San Luis Obispo,2020-05,126
1029,San Luis Obispo,2020-06,489
1030,San Luis Obispo,2020-07,1431
1031,San Luis Obispo,2020-08,1186
1032,San Luis Obispo,2020-09,624
1033,San Luis Obispo,2020-10,829
1034,San Luis Obispo,2020-11,2272
1035,San Luis Obispo,2020-12,5687
1036,San Luis Obispo,2021-01,6366
1037,San Luis Obispo,2021-02,1845
1038,San Luis Obispo,2021-03,944
1039,San Luis Obispo,2021-04,704
1040,San Luis Obispo,2021-05,329
1041,San Luis Obispo,2021-06,195
1042,San Luis Obispo,2021-07,940
1043,San Luis Obispo,2021-08,4125
1044,San Luis Obispo,2021-09,2642
1045,San Luis Obispo,2021-10,1487
1046,San Luis Obispo,2021-11,1323
1047,San Luis Obispo,2021-12,4019
1048,San Luis Obispo,2022-01,15770
1050,San Mateo,2020-02,2
1051,San Mateo,2020-03,828
1052,San Mateo,2020-04,1141
1053,San Mateo,2020-05,1569
1054,San Mateo,2020-06,1986
1055,San Mateo,2020-07,3943
1056,San Mateo,2020-08,3242
1057,San Mateo,2020-09,2185
1058,San Mateo,2020-10,1481
1059,San Mateo,2020-11,4051
1060,San Mateo,2020-12,12976
1061,San Mateo,2021-01,12292
1062,San Mateo,2021-02,3414
1063,San Mateo,2021-03,1703
1064,San Mateo,2021-04,1591
1065,San Mateo,2021-05,767
1066,San Mateo,2021-06,641
1067,San Mateo,2021-07,3403
1068,San Mateo,2021-08,6191
1069,San Mateo,2021-09,3140
1070,San Mateo,2021-10,1926
1071,San Mateo,2021-11,1994
1072,San Mateo,2021-12,12830
1073,San Mateo,2022-01,45578
1075,Santa Barbara,2020-02,1
1076,Santa Barbara,2020-03,214
1077,Santa Barbara,2020-04,410
1078,Santa Barbara,2020-05,1339
1079,Santa Barbara,2020-06,2093
1080,Santa Barbara,2020-07,3486
1081,Santa Barbara,2020-08,1983
1082,Santa Barbara,2020-09,1191
1083,Santa Barbara,2020-10,875
1084,Santa Barbara,2020-11,1990
1085,Santa Barbara,2020-12,7537
1086,Santa Barbara,2021-01,12110
1087,Santa Barbara,2021-02,3679
1088,Santa Barbara,2021-03,1386
1089,Santa Barbara,2021-04,958
1090,Santa Barbara,2021-05,356
1091,Santa Barbara,2021-06,272
1092,Santa Barbara,2021-07,1604
1093,Santa Barbara,2021-08,4842
1094,Santa Barbara,2021-09,3539
1095,Santa Barbara,2021-10,2310
1096,Santa Barbara,2021-11,2209
1097,Santa Barbara,2021-12,7558
1098,Santa Barbara,2022-01,31570
1100,Santa Clara,2020-02,17
1101,Santa Clara,2020-03,1475
1102,Santa Clara,2020-04,1783
1103,Santa Clara,2020-05,1148
1104,Santa Clara,2020-06,2679
1105,Santa Clara,2020-07,7871
1106,Santa Clara,2020-08,6931
1107,Santa Clara,2020-09,4514
1108,Santa Clara,2020-10,4191
1109,Santa Clara,2020-11,12643
1110,Santa Clara,2020-12,41390
1111,Santa Clara,2021-01,31442
1112,Santa Clara,2021-02,9024
1113,Santa Clara,2021-03,4592
1114,Santa Clara,2021-04,4256
1115,Santa Clara,2021-05,1710
1116,Santa Clara,2021-06,1168
1117,Santa Clara,2021-07,6345
1118,Santa Clara,2021-08,14980
1119,Santa Clara,2021-09,7824
1120,Santa Clara,2021-10,5613
1121,Santa Clara,2021-11,6447
1122,Santa Clara,2021-12,28571
1123,Santa Clara,2022-01,123793
1125,Santa Cruz,2020-02,0
1126,Santa Cruz,2020-03,83
1127,Santa Cruz,2020-04,86
1128,Santa Cruz,2020-05,51
1129,Santa Cruz,2020-06,229
1130,Santa Cruz,2020-07,716
1131,Santa Cruz,2020-08,577
1132,Santa Cruz,2020-09,679
1133,Santa Cruz,2020-10,552
1134,Santa Cruz,2020-11,1988
1135,Santa Cruz,2020-12,5044
1136,Santa Cruz,2021-01,4720
1137,Santa Cruz,2021-02,1147
1138,Santa Cruz,2021-03,506
1139,Santa Cruz,2021-04,326
1140,Santa Cruz,2021-05,184
1141,Santa Cruz,2021-06,157
1142,Santa Cruz,2021-07,693
1143,Santa Cruz,2021-08,2216
1144,Santa Cruz,2021-09,1281
1145,Santa Cruz,2021-10,908
1146,Santa Cruz,2021-11,1302
1147,Santa Cruz,2021-12,3191
1148,Santa Cruz,2022-01,20140
1150,Shasta,2020-02,0
1151,Shasta,2020-03,17
1152,Shasta,2020-04,60
1153,Shasta,2020-05,15
1154,Shasta,2020-06,136
1155,Shasta,2020-07,272
1156,Shasta,2020-08,169
1157,Shasta,2020-09,600
1158,Shasta,2020-10,947
1159,Shasta,2020-11,2148
1160,Shasta,2020-12,1960
1161,Shasta,2021-01,1251
1162,Shasta,2021-02,555
1163,Shasta,2021-03,416
1164,Shasta,2021-04,527
1165,Shasta,2021-05,577
1166,Shasta,2021-06,324
1167,Shasta,2021-07,585
1168,Shasta,2021-08,3042
1169,Shasta,2021-09,3692
1170,Shasta,2021-10,2352
1171,Shasta,2021-11,1435
1172,Shasta,2021-12,1045
1173,Shasta,2022-01,4416
1175,Sierra,2020-02,0
1176,Sierra,2020-03,0
1177,Sierra,2020-04,0
1178,Sierra,2020-05,0
1179,Sierra,2020-06,0
1180,Sierra,2020-07,1
1181,Sierra,2020-08,4
1182,Sierra,2020-09,2
1183,Sierra,2020-10,0
1184,Sierra,2020-11,10
1185,Sierra,2020-12,14
1186,Sierra,2021-01,15
1187,Sierra,2021-02,4
1188,Sierra,2021-03,5
1189,Sierra,2021-04,2
1190,Sierra,2021-05,1
1191,Sierra,2021-06,8
1192,Sierra,2021-07,10
1193,Sierra,2021-08,41
1194,Sierra,2021-09,29
1195,Sierra,2021-10,45
1196,Sierra,2021-11,20
1197,Sierra,2021-12,17
1198,Sierra,2022-01,50
1200,Siskiyou,2020-02,0
1201,Siskiyou,2020-03,9
1202,Siskiyou,2020-04,2
1203,Siskiyou,2020-05,8
1204,Siskiyou,2020-06,30
1205,Siskiyou,2020-07,74
1206,Siskiyou,2020-08,42
1207,Siskiyou,2020-09,30
1208,Siskiyou,2020-10,77
1209,Siskiyou,2020-11,455
1210,Siskiyou,2020-12,339
1211,Siskiyou,2021-01,279
1212,Siskiyou,2021-02,198
1213,Siskiyou,2021-03,85
1214,Siskiyou,2021-04,197
1215,Siskiyou,2021-05,192
1216,Siskiyou,2021-06,50
1217,Siskiyou,2021-07,113
1218,Siskiyou,2021-08,553
1219,Siskiyou,2021-09,624
1220,Siskiyou,2021-10,190
1221,Siskiyou,2021-11,136
1222,Siskiyou,2021-12,127
1223,Siskiyou,2022-01,534
1225,Solano,2020-02,4
1226,Solano,2020-03,68
1227,Solano,2020-04,260
1228,Solano,2020-05,297
1229,Solano,2020-06,1210
1230,Solano,2020-07,2588
1231,Solano,2020-08,1386
1232,Solano,2020-09,965
1233,Solano,2020-10,1274
1234,Solano,2020-11,3329
1235,Solano,2020-12,10080
1236,Solano,2021-01,7768
1237,Solano,2021-02,1989
1238,Solano,2021-03,1193
1239,Solano,2021-04,1325
1240,Solano,2021-05,888
1241,Solano,2021-06,702
1242,Solano,2021-07,2987
1243,Solano,2021-08,6721
1244,Solano,2021-09,2795
1245,Solano,2021-10,1590
1246,Solano,2021-11,1326
1247,Solano,2021-12,5349
1248,Solano,2022-01,21772
1250,Sonoma,2020-02,10
1251,Sonoma,2020-03,110
1252,Sonoma,2020-04,172
1253,Sonoma,2020-05,395
1254,Sonoma,2020-06,885
1255,Sonoma,2020-07,2544
1256,Sonoma,2020-08,2618
1257,Sonoma,2020-09,1940
1258,Sonoma,2020-10,2379
1259,Sonoma,2020-11,3160
1260,Sonoma,2020-12,7714
1261,Sonoma,2021-01,6436
1262,Sonoma,2021-02,2383
1263,Sonoma,2021-03,1229
1264,Sonoma,2021-04,655
1265,Sonoma,2021-05,560
1266,Sonoma,2021-06,983
1267,Sonoma,2021-07,2430
1268,Sonoma,2021-08,5153
1269,Sonoma,2021-09,2291
1270,Sonoma,2021-10,1863
1271,Sonoma,2021-11,1880
1272,Sonoma,2021-12,6652
1273,Sonoma,2022-01,30106
1275,Stanislaus,2020-02,0
1276,Stanislaus,2020-03,85
1277,Stanislaus,2020-04,420
1278,Stanislaus,2020-05,473
1279,Stanislaus,2020-06,3761
1280,Stanislaus,2020-07,8973
1281,Stanislaus,2020-08,4262
1282,Stanislaus,2020-09,1582
1283,Stanislaus,2020-10,1470
1284,Stanislaus,2020-11,5472
1285,Stanislaus,2020-12,14268
1286,Stanislaus,2021-01,11818
1287,Stanislaus,2021-02,4340
1288,Stanislaus,2021-03,2962
1289,Stanislaus,2021-04,2402
1290,Stanislaus,2021-05,1578
1291,Stanislaus,2021-06,1069
1292,Stanislaus,2021-07,2814
1293,Stanislaus,2021-08,10472
1294,Stanislaus,2021-09,7560
1295,Stanislaus,2021-10,5233
1296,Stanislaus,2021-11,3625
1297,Stanislaus,2021-12,5379
1298,Stanislaus,2022-01,26973
1300,Sutter,2020-02,0
1301,Sutter,2020-03,15
1302,Sutter,2020-04,11
1303,Sutter,2020-05,19
1304,Sutter,2020-06,217
1305,Sutter,2020-07,701
1306,Sutter,2020-08,609
1307,Sutter,2020-09,336
1308,Sutter,2020-10,229
1309,Sutter,2020-11,2053
1310,Sutter,2020-12,3329
1311,Sutter,2021-01,1756
1312,Sutter,2021-02,543
1313,Sutter,2021-03,304
1314,Sutter,2021-04,237
1315,Sutter,2021-05,179
1316,Sutter,2021-06,220
1317,Sutter,2021-07,710
1318,Sutter,2021-08,2155
1319,Sutter,2021-09,1487
1320,Sutter,2021-10,786
1321,Sutter,2021-11,504
1322,Sutter,2021-12,863
1323,Sutter,2022-01,4672
1325,Tehama,2020-02,0
1326,Tehama,2020-03,4
1327,Tehama,2020-04,1
1328,Tehama,2020-05,4
1329,Tehama,2020-06,92
1330,Tehama,2020-07,184
1331,Tehama,2020-08,183
1332,Tehama,2020-09,226
1333,Tehama,2020-10,342
1334,Tehama,2020-11,774
1335,Tehama,2020-12,1272
1336,Tehama,2021-01,1075
1337,Tehama,2021-02,308
1338,Tehama,2021-03,207
1339,Tehama,2021-04,195
1340,Tehama,2021-05,129
1341,Tehama,2021-06,60
1342,Tehama,2021-07,174
1343,Tehama,2021-08,1165
1344,Tehama,2021-09,1362
1345,Tehama,2021-10,997
1346,Tehama,2021-11,383
1347,Tehama,2021-12,320
1348,Tehama,2022-01,2083
1350,Trinity,2020-02,0
1351,Trinity,2020-03,0
1352,Trinity,2020-04,0
1353,Trinity,2020-05,1
1354,Trinity,2020-06,1
1355,Trinity,2020-07,2
1356,Trinity,2020-08,8
1357,Trinity,2020-09,7
1358,Trinity,2020-10,24
1359,Trinity,2020-11,133
1360,Trinity,2020-12,86
1361,Trinity,2021-01,19
1362,Trinity,2021-02,40
1363,Trinity,2021-03,19
1364,Trinity,2021-04,7
1365,Trinity,2021-05,2
1366,Trinity,2021-06,13
1367,Trinity,2021-07,24
1368,Trinity,2021-08,162
1369,Trinity,2021-09,165
1370,Trinity,2021-10,101
1371,Trinity,2021-11,82
1372,Trinity,2021-12,36
1373,Trinity,2022-01,252
1375,Tulare,2020-02,0
1376,Tulare,2020-03,75
1377,Tulare,2020-04,739
1378,Tulare,2020-05,1555
1379,Tulare,2020-06,3318
1380,Tulare,2020-07,6645
1381,Tulare,2020-08,4437
1382,Tulare,2020-09,2219
1383,Tulare,2020-10,1949
1384,Tulare,2020-11,4702
1385,Tulare,2020-12,14446
1386,Tulare,2021-01,10896
1387,Tulare,2021-02,3067
1388,Tulare,2021-03,1178
1389,Tulare,2021-04,590
1390,Tulare,2021-05,547
1391,Tulare,2021-06,280
1392,Tulare,2021-07,1021
1393,Tulare,2021-08,6396
1394,Tulare,2021-09,7457
1395,Tulare,2021-10,5348
1396,Tulare,2021-11,2991
1397,Tulare,2021-12,3156
1398,Tulare,2022-01,24375
1400,Tuolumne,2020-02,0
1401,Tuolumne,2020-03,2
1402,Tuolumne,2020-04,0
1403,Tuolumne,2020-05,3
1404,Tuolumne,2020-06,53
1405,Tuolumne,2020-07,144
1406,Tuolumne,2020-08,74
1407,Tuolumne,2020-09,44
1408,Tuolumne,2020-10,108
1409,Tuolumne,2020-11,968
1410,Tuolumne,2020-12,2049
1411,Tuolumne,2021-01,637
1412,Tuolumne,2021-02,397
1413,Tuolumne,2021-03,92
1414,Tuolumne,2021-04,67
1415,Tuolumne,2021-05,70
1416,Tuolumne,2021-06,74
1417,Tuolumne,2021-07,483
1418,Tuolumne,2021-08,1283
1419,Tuolumne,2021-09,1026
1420,Tuolumne,2021-10,957
1421,Tuolumne,2021-11,571
1422,Tuolumne,2021-12,620
1423,Tuolumne,2022-01,3439
1425,Unknown,2020-02,0
1426,Unknown,2020-03,0
1427,Unknown,2020-04,0
1428,Unknown,2020-05,0
1429,Unknown,2020-06,0
1430,Unknown,2020-07,0
1431,Unknown,2020-08,0
1432,Unknown,2020-09,0
1433,Unknown,2020-10,0
1434,Unknown,2020-11,0
1435,Unknown,2020-12,2
1436,Unknown,2021-01,2
1437,Unknown,2021-02,0
1438,Unknown,2021-03,0
1439,Unknown,2021-04,0
1440,Unknown,2021-05,0
1441,Unknown,2021-06,0
1442,Unknown,2021-07,0
1443,Unknown,2021-08,0
1444,Unknown,2021-09,1
1445,Unknown,2021-10,0
1446,Unknown,2021-11,0
1447,Unknown,2021-12,349
1448,Unknown,2022-01,6960
1450,Ventura,2020-02,4
1451,Ventura,2020-03,266
1452,Ventura,2020-04,537
1453,Ventura,2020-05,795
1454,Ventura,2020-06,2980
1455,Ventura,2020-07,5564
1456,Ventura,2020-08,3373
1457,Ventura,2020-09,2376
1458,Ventura,2020-10,2008
1459,Ventura,2020-11,8296
1460,Ventura,2020-12,26227
1461,Ventura,2021-01,32789
1462,Ventura,2021-02,8368
1463,Ventura,2021-03,2689
1464,Ventura,2021-04,1251
1465,Ventura,2021-05,838
1466,Ventura,2021-06,690
1467,Ventura,2021-07,3465
1468,Ventura,2021-08,8058
1469,Ventura,2021-09,5251
1470,Ventura,2021-10,3154
1471,Ventura,2021-11,3138
1472,Ventura,2021-12,19359
1473,Ventura,2022-01,57465
1475,Yolo,2020-02,0
1476,Yolo,2020-03,53
1477,Yolo,2020-04,197
1478,Yolo,2020-05,113
1479,Yolo,2020-06,541
1480,Yolo,2020-07,1167
1481,Yolo,2020-08,723
1482,Yolo,2020-09,444
1483,Yolo,2020-10,492
1484,Yolo,2020-11,1988
1485,Yolo,2020-12,3538
1486,Yolo,2021-01,2776
1487,Yolo,2021-02,796
1488,Yolo,2021-03,536
1489,Yolo,2021-04,499
1490,Yolo,2021-05,283
1491,Yolo,2021-06,204
1492,Yolo,2021-07,1195
1493,Yolo,2021-08,2752
1494,Yolo,2021-09,1541
1495,Yolo,2021-10,1198
1496,Yolo,2021-11,856
1497,Yolo,2021-12,2518
1498,Yolo,2022-01,11294
1500,Yuba,2020-02,0
1501,Yuba,2020-03,5
1502,Yuba,2020-04,6
1503,Yuba,2020-05,11
1504,Yuba,2020-06,95
1505,Yuba,2020-07,512
1506,Yuba,2020-08,445
1507,Yuba,2020-09,255
1508,Yuba,2020-10,214
1509,Yuba,2020-11,975
1510,Yuba,2020-12,2019
1511,Yuba,2021-01,1297
1512,Yuba,2021-02,402
1513,Yuba,2021-03,251
1514,Yuba,2021-04,177
1515,Yuba,2021-05,192
1516,Yuba,2021-06,199
1517,Yuba,2021-07,651
1518,Yuba,2021-08,1966
1519,Yuba,2021-09,1255
1520,Yuba,2021-10,769
1521,Yuba,2021-11,457
1522,Yuba,2021-12,724
1523,Yuba,2022-01,3825