ArchiveYear,County,Extinguished,Started
2017,Mariposa,2018-01-09T12:16:00Z,2017-08-01T08:45:00Z
2017,Modoc,2018-01-09T12:18:00Z,2017-08-03T14:00:00Z
2017,Los Angeles,2018-01-09T12:49:00Z,2017-09-01T13:26:00Z
2017,Mariposa,2018-01-09T12:39:00Z,2017-08-14T14:28:00Z
2017,Riverside,2018-01-09T11:08:00Z,2017-06-26T15:10:00Z
2017,Butte,2018-02-09T09:50:00Z,2017-10-09T00:57:00Z
2017,Los Angeles,2018-01-18T09:58:00Z,2017-12-05T11:31:00Z
2017,Lassen,2018-01-09T12:47:00Z,2017-08-29T14:36:00Z
2017,Butte,2018-01-09T11:47:00Z,2017-07-07T14:52:00Z
2017,Fresno,2018-01-09T09:51:00Z,2017-04-20T15:40:00Z
2017,Stanislaus,2018-01-09T12:15:00Z,2017-07-31T13:44:00Z
2017,Trinity,2018-01-09T12:27:00Z,2017-08-07T22:30:00Z
2017,Plumas,2018-01-09T12:08:00Z,2017-07-29T18:55:00Z
2017,San Diego,2018-01-09T13:47:00Z,2017-12-07T11:15:00Z
2017,Butte,2018-08-30T15:27:00Z,2017-08-29T13:16:00Z
2017,Riverside,2018-01-09T12:50:00Z,2017-09-02T13:33:00Z
2017,Siskiyou,2018-01-09T12:26:00Z,2017-08-07T17:45:00Z
2017,Kern,2018-01-09T11:46:00Z,2017-07-07T09:18:00Z
2017,Orange,2018-03-28T11:36:00Z,2017-09-25T13:03:00Z
2017,Plumas,2018-01-09T13:18:00Z,2017-09-05T18:38:00Z
2017,Kings,2018-01-09T12:44:00Z,2017-08-24T18:13:00Z
2017,Tulare,2018-01-09T12:17:00Z,2017-08-02T18:00:00Z
2017,Tulare,2018-01-09T12:15:00Z,2017-07-30T17:43:00Z
2017,Yolo,2018-01-09T11:45:00Z,2017-07-06T12:41:00Z
2017,Lake,2018-02-09T09:29:00Z,2017-10-08T23:59:00Z
2017,San Diego,2018-01-09T10:06:00Z,2017-05-20T23:19:00Z
2017,Sonoma,2018-01-09T13:33:00Z,2017-10-09T01:00:00Z
2017,Monterey,2018-01-09T11:50:00Z,2017-07-08T18:30:00Z
2017,San Luis Obispo,2018-01-09T11:50:00Z,2017-07-08T18:30:00Z
2017,Merced,2018-01-09T09:56:00Z,2017-05-12T15:30:00Z
2017,Stanislaus,2018-01-09T12:50:00Z,2017-09-03T16:23:00Z
2017,Sonoma,2018-01-09T13:34:00Z,2017-10-09T14:00:00Z
2017,Fresno,2018-01-09T11:58:00Z,2017-07-17T13:15:00Z
2017,Kern,2018-01-09T11:45:00Z,2017-07-06T12:29:00Z
2017,San Luis Obispo,2018-01-09T11:08:00Z,2017-06-26T15:27:00Z
2017,Fresno,2018-01-09T11:41:00Z,2017-07-02T22:28:00Z
2017,Kern,2018-01-09T10:41:00Z,2017-06-18T14:22:00Z
2017,San Bernardino,2018-01-09T11:00:00Z,2017-06-19T15:05:00Z
2017,Madera,2018-01-09T10:30:00Z,2017-06-10T13:19:00Z
2017,Kern,2018-01-09T12:14:00Z,2017-07-30T16:17:00Z
2017,Riverside,2018-01-09T09:53:00Z,2017-04-30T15:23:00Z
2017,Kern,2018-01-09T12:50:00Z,2017-09-01T14:37:00Z
2017,Sacramento,2018-01-09T12:06:00Z,2017-07-26T14:45:00Z
2017,Kern,2018-01-09T11:16:00Z,2017-06-30T13:49:00Z
2017,San Diego,2018-01-09T13:41:00Z,2017-10-17T10:19:00Z
2017,Kern,2018-01-09T11:59:00Z,2017-07-18T11:45:00Z
2017,Riverside,2018-01-09T12:38:00Z,2017-08-13T16:10:00Z
2017,Madera,2018-01-09T13:18:00Z,2017-09-03T13:06:00Z
2017,Plumas,2018-01-09T12:20:00Z,2017-08-06T15:32:00Z
2017,San Diego,2018-01-09T10:17:00Z,2017-05-25T18:15:00Z
2017,Shasta,2018-01-09T13:21:00Z,2017-09-12T06:58:00Z
2017,Fresno,2018-01-09T09:52:00Z,2017-04-28T15:40:00Z
2017,Mendocino,2018-01-09T11:56:00Z,2017-07-16T14:51:00Z
2017,Yuba,2018-01-09T12:43:00Z,2017-08-20T14:44:00Z
2017,Riverside,2018-01-09T13:45:00Z,2017-10-26T12:34:00Z
2017,Lassen,2018-01-09T12:21:00Z,2017-08-06T19:52:00Z
2017,Nevada,2018-02-09T09:51:00Z,2017-10-09T00:01:00Z
2017,Los Angeles,2018-01-09T10:34:00Z,2017-06-17T13:55:00Z
2017,San Luis Obispo,2018-01-09T12:36:00Z,2017-08-11T16:06:00Z
2017,Los Angeles,2018-01-09T11:08:00Z,2017-06-25T12:47:00Z
2017,Sierra,2018-01-09T11:51:00Z,2017-07-10T13:02:00Z
2017,Tuolumne,2018-01-09T12:09:00Z,2017-07-29T13:50:00Z
2017,Mariposa,2018-01-09T12:51:00Z,2017-09-03T13:10:00Z
2017,San Bernardino,2018-01-09T11:09:00Z,2017-06-27T15:22:00Z
2017,Mariposa,2018-01-09T11:10:00Z,2017-06-28T15:49:00Z
2017,Modoc,2018-01-09T11:10:00Z,2017-06-28T13:50:00Z
2017,Riverside,2018-01-09T12:42:00Z,2017-08-14T15:45:00Z
2017,Lassen,2018-01-09T12:20:00Z,2017-08-06T15:29:00Z
2017,Kern,2018-01-09T10:07:00Z,2017-05-20T14:23:00Z
2017,San Diego,2018-01-09T10:06:00Z,2017-05-19T14:45:00Z
2017,Siskiyou,2018-01-09T11:44:00Z,2017-07-05T11:05:00Z
2017,San Luis Obispo,2018-01-09T12:17:00Z,2017-08-02T10:15:00Z
2017,San Bernardino,2018-04-12T14:52:00Z,2017-07-14T14:23:00Z
2017,Fresno,2018-01-09T10:30:00Z,2017-06-11T17:15:00Z
2017,Santa Barbara,2018-01-09T13:28:00Z,2017-09-29T14:42:00Z
2017,Madera,2018-01-09T13:21:00Z,2017-09-18T16:04:00Z
2017,El Dorado,2018-01-09T13:36:00Z,2017-10-13T13:16:00Z
2017,Los Angeles,2018-01-23T08:11:00Z,2017-12-06T06:31:00Z
2017,Tulare,2018-01-09T12:02:00Z,2017-07-20T19:16:00Z
2017,Modoc,2018-01-09T11:54:00Z,2017-07-13T15:23:00Z
2017,San Diego,2018-01-09T11:52:00Z,2017-07-11T13:45:00Z
2017,Fresno,2018-01-09T09:55:00Z,2017-05-10T15:27:00Z
2017,Nevada,2018-01-09T12:48:00Z,2017-08-30T15:38:00Z
2017,Santa Cruz,2018-01-09T13:41:00Z,2017-10-16T22:30:00Z
2017,Modoc,2018-01-09T09:40:00Z,2017-04-03T16:00:00Z
2017,Mono,2018-01-09T13:46:00Z,2017-11-13T11:28:00Z
2017,Contra Costa,2018-01-09T11:48:00Z,2017-07-08T15:26:00Z
2017,Fresno,2018-01-09T11:01:00Z,2017-06-23T16:00:00Z
2017,San Luis Obispo,2018-01-09T11:51:00Z,2017-07-09T13:49:00Z
2017,Tulare,2018-01-09T10:28:00Z,2017-06-07T11:55:00Z
2017,Kern,2018-01-09T12:31:00Z,2017-08-10T14:32:00Z
2017,San Bernardino,2018-01-09T12:18:00Z,2017-08-03T15:35:00Z
2017,Del Norte,2018-01-09T12:01:00Z,2017-07-19T14:00:00Z
2017,Riverside,2018-01-09T13:47:00Z,2017-12-07T13:14:00Z
2017,Kern,2018-01-09T09:58:00Z,2017-05-15T14:05:00Z
2017,San Bernardino,2018-01-09T13:47:00Z,2017-12-05T13:35:00Z
2017,San Diego,2018-04-12T14:52:00Z,2017-07-22T15:00:00Z
2017,San Luis Obispo,2018-01-09T13:23:00Z,2017-09-20T13:41:00Z
2017,Fresno,2018-01-09T13:23:00Z,2017-09-19T19:47:00Z
2017,El Dorado,2018-01-09T12:14:00Z,2017-07-30T01:45:00Z
2017,Contra Costa,2018-01-09T11:48:00Z,2017-07-08T02:20:00Z
2017,Mariposa,2018-01-09T11:17:00Z,2017-07-02T13:36:00Z
2017,San Luis Obispo,2018-01-09T10:03:00Z,2017-05-18T08:48:00Z
2017,San Luis Obispo,2018-01-09T09:57:00Z,2017-05-15T13:58:00Z
2017,Kern,2018-01-09T10:29:00Z,2017-06-10T12:17:00Z
2017,Riverside,2018-01-09T11:44:00Z,2017-07-04T16:55:00Z
2017,Lake,2018-01-09T13:20:00Z,2017-09-12T14:36:00Z
2017,Alameda,2018-01-09T12:44:00Z,2017-08-22T14:00:00Z
2017,San Diego,2018-01-09T12:43:00Z,2017-08-21T14:00:00Z
2017,Riverside,2018-01-09T12:15:00Z,2017-07-31T14:22:00Z
2017,Tehama,2018-01-09T13:46:00Z,2017-10-26T20:00:00Z
2017,Santa Barbara,2018-01-09T10:07:00Z,2017-05-20T17:54:00Z
2017,Plumas,2018-01-09T12:43:00Z,2017-08-20T16:26:00Z
2017,Fresno,2018-01-09T10:30:00Z,2017-06-11T10:46:00Z
2017,Kern,2018-04-03T10:46:00Z,2017-10-15T17:11:00Z
2017,Kern,2018-01-09T13:36:00Z,2017-10-12T10:42:00Z
2017,Shasta,2018-01-09T12:01:00Z,2017-07-18T12:39:00Z
2017,San Bernardino,2018-01-09T12:04:00Z,2017-07-23T15:53:00Z
2017,Riverside,2018-01-09T12:43:00Z,2017-08-19T16:31:00Z
2017,Sierra,2018-01-09T11:00:00Z,2017-06-19T21:41:00Z
2017,Butte,2018-01-09T11:52:00Z,2017-07-10T14:45:00Z
2017,Lassen,2018-01-09T12:44:00Z,2017-08-26T12:35:00Z
2017,Madera,2018-01-09T10:28:00Z,2017-06-07T21:00:00Z
2017,Alameda,2018-04-05T10:48:00Z,2017-09-19T14:05:00Z
2017,Siskiyou,2018-01-09T12:12:00Z,2017-07-29T16:33:00Z
2017,Riverside,2018-01-09T10:46:00Z,2017-06-18T15:10:00Z
2017,Butte,2018-01-09T13:34:00Z,2017-10-09T15:05:00Z
2017,San Luis Obispo,2018-01-09T12:05:00Z,2017-07-24T14:43:00Z
2017,San Luis Obispo,2018-01-09T10:33:00Z,2017-06-14T11:44:00Z
2017,Madera,2018-01-09T10:01:00Z,2017-05-17T15:30:00Z
2017,San Bernardino,2018-01-09T09:53:00Z,2017-04-30T16:03:00Z
2017,Trinity,2018-01-09T13:36:00Z,2017-10-14T16:00:00Z
2017,Mendocino,2018-01-09T13:22:00Z,2017-09-19T13:02:00Z
2017,Butte,2018-01-09T13:27:00Z,2017-09-28T14:46:00Z
2017,El Dorado,2018-01-09T12:06:00Z,2017-07-26T13:58:00Z
2017,El Dorado,2018-01-09T13:21:00Z,2017-09-17T15:18:00Z
2017,Los Angeles,2018-01-09T12:07:00Z,2017-07-28T15:25:00Z
2017,Tulare,2018-01-09T10:32:00Z,2017-06-13T17:00:00Z
2017,Butte,2018-01-09T10:34:00Z,2017-06-16T09:27:00Z
2017,Calaveras,2018-01-09T13:33:00Z,2017-10-09T01:10:00Z
2017,San Diego,2018-01-09T12:50:00Z,2017-09-01T04:20:00Z
2017,San Luis Obispo,2018-01-09T09:54:00Z,2017-05-02T14:32:00Z
2017,Shasta,2018-01-09T11:16:00Z,2017-07-01T00:48:00Z
2017,Fresno,2018-01-09T09:52:00Z,2017-04-29T17:15:00Z
2017,Mariposa,2018-01-09T12:40:00Z,2017-08-13T16:23:00Z
2017,Tuolumne,2018-01-09T12:14:00Z,2017-07-30T16:28:00Z
2017,Riverside,2018-01-09T12:19:00Z,2017-08-04T14:25:00Z
2017,San Luis Obispo,2018-01-09T12:50:00Z,2017-09-03T16:59:00Z
2017,Riverside,2018-01-09T10:16:00Z,2017-05-25T14:48:00Z
2017,Calaveras,2018-01-09T11:58:00Z,2017-07-17T12:55:00Z
2017,Alameda,2018-01-09T13:41:00Z,2017-10-17T14:00:00Z
2017,Napa,2018-01-09T12:35:00Z,2017-08-11T12:57:00Z
2017,Fresno,2018-01-09T12:45:00Z,2017-08-26T14:31:00Z
2017,Butte,2018-01-09T11:01:00Z,2017-06-22T11:10:00Z
2017,San Luis Obispo,2018-01-09T13:26:00Z,2017-09-26T15:30:00Z
2017,Riverside,2018-01-09T10:33:00Z,2017-06-15T11:36:00Z
2017,Butte,2018-04-12T14:52:00Z,2017-07-19T16:02:00Z
2017,Fresno,2018-01-09T12:48:00Z,2017-08-30T16:51:00Z
2017,Santa Clara,2018-01-09T11:53:00Z,2017-07-11T16:51:00Z
2017,San Diego,2018-01-09T13:41:00Z,2017-10-21T13:04:00Z
2017,Sonoma,2018-04-05T12:01:00Z,2017-10-14T20:35:00Z
2017,Lake,2018-01-09T13:38:00Z,2017-10-14T05:00:00Z
2017,Solano,2018-01-09T13:29:00Z,2017-10-02T09:37:00Z
2017,Santa Clara,2018-01-09T12:50:00Z,2017-09-03T19:17:00Z
2017,Fresno,2018-01-09T12:51:00Z,2017-09-03T09:23:00Z
2017,Santa Clara,2018-01-09T12:39:00Z,2017-08-11T14:55:00Z
2017,San Bernardino,2018-01-09T12:16:00Z,2017-07-31T14:44:00Z
2017,San Bernardino,2018-01-09T13:46:00Z,2017-11-29T12:19:00Z
2017,Riverside,2018-01-09T12:23:00Z,2017-08-07T14:14:00Z
2017,Fresno,2018-01-09T11:45:00Z,2017-07-05T15:40:00Z
2017,Butte,2018-01-09T10:27:00Z,2017-06-06T12:43:00Z
2017,Madera,2018-01-09T11:46:00Z,2017-07-07T10:00:00Z
2017,Lake,2018-01-09T13:29:00Z,2017-10-06T14:38:00Z
2017,Ventura,2018-01-09T13:45:00Z,2017-10-24T14:44:00Z
2017,Riverside,2018-01-09T12:49:00Z,2017-08-31T10:13:00Z
2017,Humboldt,2018-01-09T12:17:00Z,2017-08-03T11:58:00Z
2017,San Bernardino,2018-01-09T12:03:00Z,2017-07-22T13:35:00Z
2017,Santa Clara,2018-01-09T11:11:00Z,2017-06-29T13:56:00Z
2017,Monterey,2018-01-09T12:27:00Z,2017-08-07T18:08:00Z
2017,San Diego,2018-01-09T13:38:00Z,2017-10-13T15:40:00Z
2017,El Dorado,2018-01-09T13:49:00Z,2017-12-28T20:51:00Z
2017,Plumas,2018-01-09T13:18:00Z,2017-09-03T20:32:00Z
2017,Tulare,2018-01-09T10:23:00Z,2017-05-31T11:30:00Z
2017,Santa Clara,2018-01-09T12:04:00Z,2017-07-23T16:07:00Z
2017,Tehama,2018-01-09T10:25:00Z,2017-06-04T16:22:00Z
2017,Nevada,2018-02-09T09:52:00Z,2017-10-09T00:00:00Z
2017,Fresno,2018-01-09T10:31:00Z,2017-06-11T22:45:00Z
2017,San Luis Obispo,2018-01-09T13:26:00Z,2017-09-26T16:45:00Z
2017,El Dorado,2018-01-09T11:50:00Z,2017-07-08T16:38:00Z
2017,San Bernardino,2018-01-09T11:47:00Z,2017-07-07T15:45:00Z
2017,San Luis Obispo,2018-01-09T13:37:00Z,2017-10-13T12:14:00Z
2017,Riverside,2018-01-09T12:01:00Z,2017-07-18T15:34:00Z
2017,San Luis Obispo,2018-01-09T12:17:00Z,2017-08-02T10:33:00Z
2017,Colusa,2018-01-09T11:58:00Z,2017-07-17T13:17:00Z
2017,Santa Clara,2018-01-09T11:52:00Z,2017-07-10T15:54:00Z
2017,Fresno,2018-01-09T10:05:00Z,2017-05-19T23:28:00Z
2017,Fresno,2018-01-09T12:46:00Z,2017-08-27T18:47:00Z
2017,Sacramento,2018-01-09T10:22:00Z,2017-06-01T15:38:00Z
2017,Lassen,2018-01-09T10:26:00Z,2017-06-04T16:12:00Z
2017,Stanislaus,2018-01-09T10:59:00Z,2017-06-21T14:45:00Z
2017,Riverside,2018-01-09T12:07:00Z,2017-07-28T18:11:00Z
2017,Mariposa,2018-01-09T10:33:00Z,2017-06-15T07:30:00Z
2017,San Diego,2018-01-09T12:44:00Z,2017-08-26T11:30:00Z
2017,Lake,2018-01-09T12:28:00Z,2017-08-08T16:40:00Z
2017,Stanislaus,2018-01-09T11:48:00Z,2017-07-08T11:00:00Z
2017,Tehama,2018-01-09T10:35:00Z,2017-06-18T07:15:00Z
2017,Tulare,2018-01-09T11:59:00Z,2017-07-17T15:32:00Z
2017,Calaveras,2018-01-09T11:53:00Z,2017-07-12T13:10:00Z
2017,Fresno,2018-01-09T13:36:00Z,2017-10-11T15:59:00Z
2017,Lake,2018-01-09T13:20:00Z,2017-09-12T16:08:00Z
2017,Tulare,2018-01-09T12:01:00Z,2017-07-18T15:50:00Z
2017,San Luis Obispo,2018-01-09T11:48:00Z,2017-07-07T16:23:00Z
2017,Tehama,2018-01-09T12:07:00Z,2017-07-28T13:24:00Z
2017,Fresno,2018-01-09T11:43:00Z,2017-07-04T13:21:00Z
2017,Siskiyou,2018-01-09T10:59:00Z,2017-06-18T15:45:00Z
2017,Solano,2018-01-09T13:23:00Z,2017-09-23T11:05:00Z
2017,Siskiyou,2018-01-09T12:47:00Z,2017-08-29T15:39:00Z
2017,Los Angeles,2018-01-09T11:11:00Z,2017-06-29T15:09:00Z
2017,Siskiyou,2018-01-09T12:46:00Z,2017-08-28T22:00:00Z
2017,Siskiyou,2018-01-09T12:46:00Z,2017-08-28T21:38:00Z
2017,Santa Clara,2018-01-09T11:00:00Z,2017-06-21T18:02:00Z
2017,Santa Clara,2018-01-09T12:07:00Z,2017-07-26T23:19:00Z
2017,Kern,2018-01-09T13:45:00Z,2017-10-26T11:55:00Z
2017,Riverside,2018-01-09T13:42:00Z,2017-10-23T10:31:00Z
2017,Los Angeles,2018-01-09T13:40:00Z,2017-10-17T03:43:00Z
2017,San Mateo,2018-01-09T13:20:00Z,2017-09-11T19:41:00Z
2017,Kern,2018-01-09T12:19:00Z,2017-08-05T13:16:00Z
2017,Santa Barbara,2018-01-09T11:59:00Z,2017-07-17T14:55:00Z
2017,Yuba,2018-01-09T11:50:00Z,2017-07-08T16:47:00Z
2017,Ventura,2018-01-09T11:43:00Z,2017-07-04T14:45:00Z
2017,Riverside,2018-01-09T11:41:00Z,2017-07-03T15:14:00Z
2017,San Diego,2018-01-09T10:32:00Z,2017-06-13T14:31:00Z
2017,Madera,2018-01-09T13:23:00Z,2017-09-20T21:07:00Z
2017,Riverside,2018-01-09T10:21:00Z,2017-05-28T15:27:00Z
2017,San Benito,2018-01-09T13:46:00Z,2017-11-25T16:46:00Z
2017,San Luis Obispo,2018-01-09T12:03:00Z,2017-07-20T14:43:00Z
2017,Riverside,2018-01-09T12:45:00Z,2017-08-27T14:51:00Z
2017,San Bernardino,2018-01-09T11:54:00Z,2017-07-12T15:29:00Z
2017,Siskiyou,2018-01-09T10:27:00Z,2017-06-06T16:38:00Z
2017,Riverside,2018-01-09T13:49:00Z,2017-12-21T11:16:00Z
2017,San Luis Obispo,2018-01-09T13:34:00Z,2017-10-09T14:30:00Z
2017,Shasta,2018-01-09T09:41:00Z,2017-04-03T16:00:00Z
2017,Alameda,2018-01-09T12:45:00Z,2017-08-27T17:45:00Z
2017,Tehama,2018-01-09T13:46:00Z,2017-11-02T14:40:00Z
2017,Monterey,2018-01-09T13:19:00Z,2017-09-11T15:11:00Z
2017,Monterey,2018-01-09T11:11:00Z,2017-06-29T20:44:00Z
2017,Tehama,2018-01-09T11:07:00Z,2017-06-24T11:15:00Z
2017,Modoc,2018-01-09T10:24:00Z,2017-06-03T13:09:00Z
2017,Siskiyou,2018-01-09T12:38:00Z,2017-08-13T12:41:00Z
2017,Los Angeles,2018-01-09T11:11:00Z,2017-06-29T15:45:00Z
2017,Kern,2018-01-09T09:57:00Z,2017-05-14T14:00:00Z
2017,Riverside,2018-01-09T13:47:00Z,2017-12-04T12:26:00Z
2017,Riverside,2018-01-09T13:46:00Z,2017-11-14T16:11:00Z
2017,San Bernardino,2018-01-09T13:45:00Z,2017-10-24T10:27:00Z
2017,Shasta,2018-01-09T13:31:00Z,2017-10-08T04:53:00Z
2017,Kern,2018-01-09T13:29:00Z,2017-09-29T15:58:00Z
2017,Del Norte,2018-01-09T13:20:00Z,2017-09-12T12:45:00Z
2017,Humboldt,2018-01-09T12:46:00Z,2017-08-28T08:01:00Z
2017,Tehama,2018-01-09T12:45:00Z,2017-08-26T15:03:00Z
2017,Lake,2018-01-09T11:59:00Z,2017-07-17T14:44:00Z
2017,Monterey,2018-01-09T11:56:00Z,2017-07-16T11:17:00Z
2017,Tuolumne,2018-03-26T10:49:00Z,2017-09-19T00:22:00Z
2017,Yuba,2018-01-09T12:05:00Z,2017-07-24T14:56:00Z
2017,Solano,2018-01-09T11:01:00Z,2017-06-22T13:08:00Z
2017,Marin,2018-01-09T11:09:00Z,2017-06-27T10:39:00Z
2017,Tuolumne,2018-01-09T10:31:00Z,2017-06-11T18:49:00Z
2017,Shasta,2018-01-09T13:46:00Z,2017-10-31T11:22:00Z
2017,Mariposa,2018-01-09T11:48:00Z,2017-07-07T15:50:00Z
2017,San Diego,2018-01-09T11:07:00Z,2017-06-25T12:09:00Z
2017,Riverside,2018-01-09T13:28:00Z,2017-09-29T18:01:00Z
2017,Marin,2018-01-09T11:54:00Z,2017-07-12T16:15:00Z
2017,Riverside,2018-01-09T11:43:00Z,2017-07-04T15:20:00Z
2017,Sacramento,2018-01-09T11:09:00Z,2017-06-27T07:39:00Z
2017,Kern,2018-01-09T10:29:00Z,2017-06-09T04:53:00Z
2017,Riverside,2018-01-09T10:07:00Z,2017-05-21T16:12:00Z
2017,San Bernardino,2018-01-09T13:47:00Z,2017-12-05T13:28:00Z
2017,Riverside,2018-01-09T13:19:00Z,2017-09-10T13:49:00Z
2017,Humboldt,2018-01-09T12:49:00Z,2017-08-31T13:57:00Z
2017,San Benito,2018-01-09T11:42:00Z,2017-07-04T13:21:00Z
2017,Riverside,2018-01-09T11:46:00Z,2017-07-07T12:56:00Z
2017,Riverside,2018-01-09T10:32:00Z,2017-06-13T12:00:00Z
2017,Kern,2018-01-09T10:24:00Z,2017-06-04T22:11:00Z
2017,Trinity,2018-01-09T12:16:00Z,2017-08-02T11:13:00Z
2017,Trinity,2018-01-09T12:17:00Z,2017-08-02T08:30:00Z
2017,Riverside,2018-01-09T11:54:00Z,2017-07-13T10:28:00Z
2017,Monterey,2018-01-09T10:34:00Z,2017-06-16T15:49:00Z
2017,Monterey,2018-01-09T10:30:00Z,2017-06-11T18:12:00Z
2017,Monterey,2018-01-09T13:40:00Z,2017-10-15T14:55:00Z
2017,Fresno,2018-01-09T12:44:00Z,2017-08-23T13:28:00Z
2017,Kern,2018-01-09T09:55:00Z,2017-05-12T05:05:00Z
2017,Los Angeles,2018-03-22T16:34:00Z,2017-08-31T16:32:00Z
2017,Humboldt,2018-01-09T12:18:00Z,2017-08-03T16:41:00Z
2017,Riverside,2018-01-09T11:42:00Z,2017-07-03T19:31:00Z
2017,El Dorado,2018-01-09T13:35:00Z,2017-10-10T15:36:00Z
2017,Tehama,2018-01-09T11:51:00Z,2017-07-08T18:58:00Z
2017,Butte,2018-01-09T13:24:00Z,2017-09-25T11:03:00Z
2017,Modoc,2018-01-09T12:48:00Z,2017-08-30T11:38:00Z
2017,Del Norte,2018-01-09T11:08:00Z,2017-06-26T21:30:00Z
2017,Riverside,2018-01-09T10:33:00Z,2017-06-15T15:51:00Z
2017,Modoc,2018-01-09T12:48:00Z,2017-08-30T14:50:00Z
2017,Riverside,2018-01-09T10:24:00Z,2017-06-03T12:09:00Z
2017,Yuba,2018-01-09T13:25:00Z,2017-09-26T15:20:00Z
2017,Riverside,2018-01-09T10:59:00Z,2017-06-18T16:03:00Z
2017,Riverside,2018-01-09T10:23:00Z,2017-06-01T16:12:00Z
2017,San Diego,2018-01-09T13:40:00Z,2017-10-15T14:05:00Z
2017,San Luis Obispo,2018-01-09T13:23:00Z,2017-09-23T15:40:00Z
2017,San Diego,2018-01-09T13:19:00Z,2017-09-07T15:41:00Z
2017,Shasta,2018-01-09T12:49:00Z,2017-09-01T11:21:00Z
2017,San Diego,2018-01-09T11:09:00Z,2017-06-27T09:38:00Z
2017,Madera,2018-01-09T10:35:00Z,2017-06-18T14:04:00Z
2017,Los Angeles,2018-01-09T10:24:00Z,2017-06-03T15:39:00Z
2017,San Diego,2018-01-09T10:10:00Z,2017-05-24T15:30:00Z
2017,Riverside,2018-01-09T13:32:00Z,2017-10-10T14:57:00Z
2017,Alameda,2018-01-09T13:25:00Z,2017-09-26T12:22:00Z
2017,Calaveras,2018-01-09T11:44:00Z,2017-07-05T16:56:00Z
2017,Napa,2018-01-09T10:31:00Z,2017-06-13T10:18:00Z
2017,San Luis Obispo,2018-01-09T13:42:00Z,2017-10-20T12:13:00Z
2017,Lake,2018-01-09T13:19:00Z,2017-09-05T14:55:00Z
2017,Tulare,2018-01-09T11:44:00Z,2017-07-05T08:24:00Z
2017,Butte,2018-01-09T11:00:00Z,2017-06-22T09:49:00Z
2017,Shasta,2018-01-09T10:32:00Z,2017-06-13T12:47:00Z
2017,San Benito,2018-01-09T10:07:00Z,2017-05-22T04:50:00Z
